review_id,category,brand,review_text,rating,true_sentiment,review_date,helpful_votes,verified_purchase,review_length,month,quarter,predicted_label,confidence_score,predicted_sentiment
REV00322,Sports,Under Armour,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-07-12,18,False,65,7,3,POSITIVE,0.9998725652694702,positive
REV00323,Food & Grocery,Clif Bar,Surprised by how good this is. Will order more.,5,positive,2024-12-20,107,True,47,12,4,POSITIVE,0.9998069405555725,positive
REV00324,Automotive,WeatherTech,Average quality. Works fine but nothing to write home about.,3,neutral,2024-05-07,90,True,60,5,2,NEGATIVE,0.9914780259132385,negative
REV00325,Electronics,Dell,Defective product. Very frustrated with this purchase.,2,negative,2024-06-18,110,True,54,6,2,NEGATIVE,0.9998204112052917,negative
REV00326,Electronics,Apple,Surprised by how good this is. Will order more.,5,positive,2024-10-12,148,True,47,10,4,POSITIVE,0.9998069405555725,positive
REV00327,Food & Grocery,Kirkland,Fantastic experience from start to finish. Love it!,5,positive,2024-03-18,88,True,51,3,1,POSITIVE,0.999889612197876,positive
REV00328,Food & Grocery,Whole Foods,Best purchase I've made this year. Highly recommend to everyone.,4,positive,2024-03-13,89,False,64,3,1,POSITIVE,0.9998515844345093,positive
REV00329,Automotive,Meguiar's,Mediocre product. Does what you need it to do.,3,neutral,2024-08-31,24,False,46,8,3,NEGATIVE,0.9973958730697632,negative
REV00330,Food & Grocery,Kirkland,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-02-28,5,False,59,2,1,POSITIVE,0.999882698059082,positive
REV00331,Fashion,Adidas,Absolutely awful. Customer service was no help at all.,1,negative,2024-10-09,40,False,54,10,4,NEGATIVE,0.999640703201294,negative
REV00332,Books,Random House,"Amazing product, great customer service, fast shipping!",5,positive,2024-04-05,110,False,55,4,2,POSITIVE,0.9998639822006226,positive
REV00333,Electronics,Dell,Complete disappointment. Expected much better quality.,1,negative,2024-07-18,1,True,54,7,3,NEGATIVE,0.9997788071632385,negative
REV00334,Beauty,MAC,Average quality. Works fine but nothing to write home about.,3,neutral,2024-10-01,47,False,60,10,4,NEGATIVE,0.9914780259132385,negative
REV00335,Automotive,3M,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-09-07,135,False,54,9,3,POSITIVE,0.9998214840888977,positive
REV00336,Books,Scholastic,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-08-22,44,False,64,8,3,POSITIVE,0.9998515844345093,positive
REV00337,Fashion,Adidas,This product changed my life. So happy with my purchase!,5,positive,2024-04-03,95,True,56,4,2,POSITIVE,0.9998542070388794,positive
REV00338,Books,Random House,Okay product. Delivery was average. Would consider alternatives.,3,neutral,2024-04-05,124,True,64,4,2,POSITIVE,0.9861683249473572,positive
REV00339,Home & Kitchen,Ninja,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-08-18,13,False,65,8,3,POSITIVE,0.9998725652694702,positive
REV00340,Electronics,LG,"Amazing product, great customer service, fast shipping!",5,positive,2024-09-15,126,False,55,9,3,POSITIVE,0.9998639822006226,positive
REV00341,Food & Grocery,Annie's,It's fine. Not what I was hoping for but acceptable.,3,neutral,2024-02-12,144,True,52,2,1,POSITIVE,0.9996135830879211,positive
REV00342,Beauty,MAC,This product changed my life. So happy with my purchase!,5,positive,2024-03-27,117,False,56,3,1,POSITIVE,0.9998542070388794,positive
REV00343,Fashion,Levi's,Surprised by how good this is. Will order more.,5,positive,2024-07-06,138,True,47,7,3,POSITIVE,0.9998069405555725,positive
REV00344,Food & Grocery,Clif Bar,"Amazing product, great customer service, fast shipping!",4,positive,2024-11-30,63,False,55,11,4,POSITIVE,0.9998639822006226,positive
REV00345,Electronics,LG,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-03-01,60,True,64,3,1,POSITIVE,0.9998515844345093,positive
REV00346,Automotive,WeatherTech,"It's decent for the price. Not great, not terrible.",3,neutral,2024-04-15,52,True,51,4,2,POSITIVE,0.9741641283035278,positive
REV00347,Automotive,WeatherTech,Surprised by how good this is. Will order more.,4,positive,2024-12-26,74,False,47,12,4,POSITIVE,0.9998069405555725,positive
REV00348,Sports,New Balance,Worst purchase ever. Complete waste of money. Avoid at all costs.,1,negative,2024-07-29,15,False,65,7,3,NEGATIVE,0.9998062252998352,negative
REV00349,Home & Kitchen,Dyson,Incredible value for money. Works exactly as described.,5,positive,2024-12-12,100,False,55,12,4,POSITIVE,0.999871015548706,positive
REV00350,Home & Kitchen,Cuisinart,Standard quality. Meets basic requirements.,3,neutral,2024-02-08,23,False,43,2,1,POSITIVE,0.9993390440940857,positive
REV00351,Sports,Adidas,Exactly what I needed. Quality is top notch.,5,positive,2024-01-02,23,False,44,1,1,POSITIVE,0.9997501969337463,positive
REV00352,Automotive,Bosch,Standard quality. Meets basic requirements.,3,neutral,2024-08-07,54,False,43,8,3,POSITIVE,0.9993390440940857,positive
REV00353,Sports,Adidas,Horrible experience. Product looks nothing like the photos.,1,negative,2024-03-07,144,False,59,3,1,NEGATIVE,0.9995336532592773,negative
REV00354,Automotive,Bosch,Exactly what I needed. Quality is top notch.,4,positive,2024-03-21,112,False,44,3,1,POSITIVE,0.9997501969337463,positive
REV00355,Electronics,LG,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-06-03,40,False,65,6,2,POSITIVE,0.9998725652694702,positive
REV00356,Fashion,Zara,Incredible value for money. Works exactly as described.,5,positive,2024-11-28,42,True,55,11,4,POSITIVE,0.999871015548706,positive
REV00357,Books,Simon & Schuster,Arrived on time. Product is as described. Nothing more.,3,neutral,2024-02-16,24,True,55,2,1,NEGATIVE,0.997026264667511,negative
REV00358,Beauty,Neutrogena,Fantastic experience from start to finish. Love it!,4,positive,2024-12-14,113,True,51,12,4,POSITIVE,0.999889612197876,positive
REV00359,Electronics,Sony,Defective product. Very frustrated with this purchase.,2,negative,2024-09-01,18,True,54,9,3,NEGATIVE,0.9998204112052917,negative
REV00360,Books,Penguin,Average quality. Works fine but nothing to write home about.,3,neutral,2024-07-07,76,True,60,7,3,NEGATIVE,0.9914780259132385,negative
REV00361,Books,HarperCollins,"It's decent for the price. Not great, not terrible.",3,neutral,2024-10-15,2,True,51,10,4,POSITIVE,0.9741641283035278,positive
REV00362,Food & Grocery,Kirkland,"It's decent for the price. Not great, not terrible.",4,neutral,2024-11-11,113,True,51,11,4,POSITIVE,0.9741641283035278,positive
REV00363,Fashion,Nike,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-07-15,89,False,64,7,3,POSITIVE,0.9998515844345093,positive
REV00364,Automotive,3M,Best purchase I've made this year. Highly recommend to everyone.,4,positive,2024-11-03,72,True,64,11,4,POSITIVE,0.9998515844345093,positive
REV00365,Sports,Under Armour,Surprised by how good this is. Will order more.,4,positive,2024-07-19,75,True,47,7,3,POSITIVE,0.9998069405555725,positive
REV00366,Beauty,Neutrogena,This product changed my life. So happy with my purchase!,5,positive,2024-10-31,18,True,56,10,4,POSITIVE,0.9998542070388794,positive
REV00367,Automotive,Michelin,Fantastic experience from start to finish. Love it!,5,positive,2024-10-06,44,False,51,10,4,POSITIVE,0.999889612197876,positive
REV00368,Fashion,Nike,"Product is okay, does what it says. Nothing special.",3,neutral,2024-01-21,15,False,52,1,1,NEGATIVE,0.7464097142219543,neutral
REV00369,Sports,New Balance,Standard quality. Meets basic requirements.,4,neutral,2024-02-12,137,True,43,2,1,POSITIVE,0.9993390440940857,positive
REV00370,Sports,Nike,Surprised by how good this is. Will order more.,5,positive,2024-03-20,137,False,47,3,1,POSITIVE,0.9998069405555725,positive
REV00371,Books,Scholastic,Average quality. Works fine but nothing to write home about.,3,neutral,2024-08-11,61,True,60,8,3,NEGATIVE,0.9914780259132385,negative
REV00372,Beauty,L'Oreal,Worst purchase ever. Complete waste of money. Avoid at all costs.,1,negative,2024-11-07,14,False,65,11,4,NEGATIVE,0.9998062252998352,negative
REV00373,Home & Kitchen,KitchenAid,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-03-24,127,False,65,3,1,POSITIVE,0.9998725652694702,positive
REV00374,Sports,Under Armour,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-03-01,7,False,54,3,1,POSITIVE,0.9998214840888977,positive
REV00375,Books,Simon & Schuster,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-10-22,19,False,54,10,4,POSITIVE,0.9998214840888977,positive
REV00376,Food & Grocery,Clif Bar,Exactly what I needed. Quality is top notch.,5,positive,2024-03-26,94,True,44,3,1,POSITIVE,0.9997501969337463,positive
REV00377,Sports,Nike,Worst purchase ever. Complete waste of money. Avoid at all costs.,1,negative,2024-09-17,0,True,65,9,3,NEGATIVE,0.9998062252998352,negative
REV00378,Electronics,Samsung,Incredible value for money. Works exactly as described.,5,positive,2024-03-17,45,True,55,3,1,POSITIVE,0.999871015548706,positive
REV00379,Books,HarperCollins,"Amazing product, great customer service, fast shipping!",5,positive,2024-06-12,69,True,55,6,2,POSITIVE,0.9998639822006226,positive
REV00380,Automotive,Bosch,Absolutely love this product! Exceeded all my expectations.,4,positive,2024-09-21,11,False,59,9,3,POSITIVE,0.999882698059082,positive
REV00381,Fashion,H&M,Do NOT buy this. Stopped working after a few days.,1,negative,2024-10-10,116,True,50,10,4,NEGATIVE,0.9997135996818542,negative
REV00382,Automotive,3M,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-05-04,118,False,54,5,2,POSITIVE,0.9998214840888977,positive
REV00383,Food & Grocery,Trader Joe's,Mediocre product. Does what you need it to do.,4,neutral,2024-05-05,38,True,46,5,2,NEGATIVE,0.9973958730697632,negative
REV00384,Books,Penguin,Incredible value for money. Works exactly as described.,5,positive,2024-12-21,2,False,55,12,4,POSITIVE,0.999871015548706,positive
REV00385,Electronics,LG,Do NOT buy this. Stopped working after a few days.,1,negative,2024-09-28,60,False,50,9,3,NEGATIVE,0.9997135996818542,negative
REV00386,Food & Grocery,Whole Foods,"Poor quality, misleading description. Returning immediately.",2,negative,2024-02-17,11,True,60,2,1,NEGATIVE,0.9995051622390747,negative
REV00387,Books,Simon & Schuster,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-09-15,34,False,64,9,3,POSITIVE,0.9998515844345093,positive
REV00388,Fashion,Levi's,Standard quality. Meets basic requirements.,3,neutral,2024-03-07,60,False,43,3,1,POSITIVE,0.9993390440940857,positive
REV00389,Sports,Adidas,Defective product. Very frustrated with this purchase.,2,negative,2024-06-16,81,False,54,6,2,NEGATIVE,0.9998204112052917,negative
REV00390,Sports,Under Armour,This product changed my life. So happy with my purchase!,4,positive,2024-10-26,27,True,56,10,4,POSITIVE,0.9998542070388794,positive
REV00391,Fashion,Adidas,Incredible value for money. Works exactly as described.,5,positive,2024-10-01,91,True,55,10,4,POSITIVE,0.999871015548706,positive
REV00392,Food & Grocery,Kirkland,Best purchase I've made this year. Highly recommend to everyone.,4,positive,2024-12-17,77,True,64,12,4,POSITIVE,0.9998515844345093,positive
REV00393,Beauty,MAC,This product changed my life. So happy with my purchase!,5,positive,2024-07-21,131,True,56,7,3,POSITIVE,0.9998542070388794,positive
REV00394,Sports,Adidas,"Poor quality, misleading description. Returning immediately.",1,negative,2024-07-26,115,True,60,7,3,NEGATIVE,0.9995051622390747,negative
REV00395,Fashion,H&M,Outstanding quality and fast delivery. Will definitely buy again.,4,positive,2024-02-01,56,True,65,2,1,POSITIVE,0.9998725652694702,positive
REV00396,Beauty,Neutrogena,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-05-12,19,True,64,5,2,POSITIVE,0.9998515844345093,positive
REV00397,Fashion,Adidas,Complete disappointment. Expected much better quality.,2,negative,2024-02-17,84,True,54,2,1,NEGATIVE,0.9997788071632385,negative
REV00398,Electronics,LG,Fantastic experience from start to finish. Love it!,5,positive,2024-07-21,127,True,51,7,3,POSITIVE,0.999889612197876,positive
REV00399,Books,Random House,This product changed my life. So happy with my purchase!,5,positive,2024-05-20,71,False,56,5,2,POSITIVE,0.9998542070388794,positive
REV00400,Home & Kitchen,KitchenAid,Okay product. Delivery was average. Would consider alternatives.,3,neutral,2024-05-31,127,False,64,5,2,POSITIVE,0.9861683249473572,positive
REV00401,Food & Grocery,Whole Foods,"Amazing product, great customer service, fast shipping!",4,positive,2024-04-12,134,True,55,4,2,POSITIVE,0.9998639822006226,positive
REV00402,Electronics,LG,Functional product. Does the job. Pretty basic though.,3,neutral,2024-09-05,88,False,54,9,3,POSITIVE,0.9983128309249878,positive
REV00403,Books,Simon & Schuster,Incredible value for money. Works exactly as described.,5,positive,2024-01-16,71,True,55,1,1,POSITIVE,0.999871015548706,positive
REV00404,Food & Grocery,Clif Bar,Fantastic experience from start to finish. Love it!,5,positive,2024-03-22,25,True,51,3,1,POSITIVE,0.999889612197876,positive
REV00405,Beauty,MAC,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-04-22,147,False,59,4,2,POSITIVE,0.999882698059082,positive
REV00406,Automotive,3M,Fantastic experience from start to finish. Love it!,5,positive,2024-12-23,91,True,51,12,4,POSITIVE,0.999889612197876,positive
REV00407,Automotive,WeatherTech,Okay product. Delivery was average. Would consider alternatives.,4,neutral,2024-09-09,138,False,64,9,3,POSITIVE,0.9861683249473572,positive
REV00408,Home & Kitchen,Ninja,Absolutely love this product! Exceeded all my expectations.,4,positive,2024-04-22,5,False,59,4,2,POSITIVE,0.999882698059082,positive
REV00409,Electronics,Sony,Absolutely awful. Customer service was no help at all.,2,negative,2024-06-23,45,False,54,6,2,NEGATIVE,0.999640703201294,negative
REV00410,Electronics,Apple,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-09-26,93,True,65,9,3,POSITIVE,0.9998725652694702,positive
REV00411,Automotive,Meguiar's,Functional product. Does the job. Pretty basic though.,3,neutral,2024-03-10,40,False,54,3,1,POSITIVE,0.9983128309249878,positive
REV00412,Food & Grocery,Kirkland,Surprised by how good this is. Will order more.,5,positive,2024-11-10,91,True,47,11,4,POSITIVE,0.9998069405555725,positive
REV00413,Home & Kitchen,Ninja,Five stars! Perfect in every way. Couldn't be happier.,4,positive,2024-01-01,146,False,54,1,1,POSITIVE,0.9998214840888977,positive
REV00414,Electronics,Samsung,Okay product. Delivery was average. Would consider alternatives.,3,neutral,2024-10-16,26,False,64,10,4,POSITIVE,0.9861683249473572,positive
REV00415,Home & Kitchen,Instant Pot,Arrived on time. Product is as described. Nothing more.,3,neutral,2024-06-12,42,True,55,6,2,NEGATIVE,0.997026264667511,negative
REV00416,Automotive,Meguiar's,This product changed my life. So happy with my purchase!,4,positive,2024-02-04,89,False,56,2,1,POSITIVE,0.9998542070388794,positive
REV00417,Fashion,Nike,Exactly what I needed. Quality is top notch.,5,positive,2024-03-26,105,False,44,3,1,POSITIVE,0.9997501969337463,positive
REV00418,Books,Simon & Schuster,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-10-22,57,True,64,10,4,POSITIVE,0.9998515844345093,positive
REV00419,Food & Grocery,Whole Foods,"Product is okay, does what it says. Nothing special.",3,neutral,2024-06-12,66,True,52,6,2,NEGATIVE,0.7464097142219543,neutral
REV00420,Fashion,Zara,"Amazing product, great customer service, fast shipping!",4,positive,2024-02-08,140,True,55,2,1,POSITIVE,0.9998639822006226,positive
REV00421,Automotive,WeatherTech,Complete disappointment. Expected much better quality.,2,negative,2024-08-08,42,False,54,8,3,NEGATIVE,0.9997788071632385,negative
REV00422,Home & Kitchen,KitchenAid,This product changed my life. So happy with my purchase!,5,positive,2024-07-28,141,False,56,7,3,POSITIVE,0.9998542070388794,positive
REV00423,Sports,Adidas,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-10-08,125,True,59,10,4,POSITIVE,0.999882698059082,positive
REV00424,Electronics,Sony,Best purchase I've made this year. Highly recommend to everyone.,4,positive,2024-12-04,122,True,64,12,4,POSITIVE,0.9998515844345093,positive
REV00425,Fashion,Nike,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-08-30,29,False,54,8,3,POSITIVE,0.9998214840888977,positive
REV00426,Books,Random House,Five stars! Perfect in every way. Couldn't be happier.,4,positive,2024-10-05,99,True,54,10,4,POSITIVE,0.9998214840888977,positive
REV00427,Automotive,Meguiar's,Exactly what I needed. Quality is top notch.,4,positive,2024-08-13,119,False,44,8,3,POSITIVE,0.9997501969337463,positive
REV00428,Beauty,MAC,"It's decent for the price. Not great, not terrible.",4,neutral,2024-12-07,24,True,51,12,4,POSITIVE,0.9741641283035278,positive
REV00429,Automotive,WeatherTech,Fantastic experience from start to finish. Love it!,4,positive,2024-02-01,99,False,51,2,1,POSITIVE,0.999889612197876,positive
REV00430,Food & Grocery,Clif Bar,Complete disappointment. Expected much better quality.,1,negative,2024-07-21,8,True,54,7,3,NEGATIVE,0.9997788071632385,negative
REV00431,Fashion,H&M,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-04-08,32,True,65,4,2,POSITIVE,0.9998725652694702,positive
REV00432,Books,Penguin,Defective product. Very frustrated with this purchase.,1,negative,2024-11-17,37,False,54,11,4,NEGATIVE,0.9998204112052917,negative
REV00433,Automotive,Bosch,Surprised by how good this is. Will order more.,5,positive,2024-06-15,70,False,47,6,2,POSITIVE,0.9998069405555725,positive
REV00434,Electronics,Dell,Standard quality. Meets basic requirements.,3,neutral,2024-03-17,37,True,43,3,1,POSITIVE,0.9993390440940857,positive
REV00435,Fashion,Levi's,Works as expected. Would neither recommend nor discourage.,4,neutral,2024-06-25,105,False,58,6,2,NEGATIVE,0.88319993019104,negative
REV00436,Books,Random House,It's fine. Not what I was hoping for but acceptable.,3,neutral,2024-05-21,103,True,52,5,2,POSITIVE,0.9996135830879211,positive
REV00437,Books,Penguin,Incredible value for money. Works exactly as described.,5,positive,2024-01-26,121,False,55,1,1,POSITIVE,0.999871015548706,positive
REV00438,Automotive,Bosch,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-09-08,25,True,54,9,3,POSITIVE,0.9998214840888977,positive
REV00439,Home & Kitchen,Instant Pot,Complete disappointment. Expected much better quality.,2,negative,2024-06-13,68,False,54,6,2,NEGATIVE,0.9997788071632385,negative
REV00440,Fashion,Adidas,"Amazing product, great customer service, fast shipping!",5,positive,2024-09-21,95,True,55,9,3,POSITIVE,0.9998639822006226,positive
REV00441,Home & Kitchen,KitchenAid,Surprised by how good this is. Will order more.,5,positive,2024-09-25,145,True,47,9,3,POSITIVE,0.9998069405555725,positive
REV00442,Home & Kitchen,Dyson,Absolutely awful. Customer service was no help at all.,2,negative,2024-05-07,8,False,54,5,2,NEGATIVE,0.999640703201294,negative
REV00443,Electronics,Sony,Works as expected. Would neither recommend nor discourage.,3,neutral,2024-08-25,129,False,58,8,3,NEGATIVE,0.88319993019104,negative
REV00444,Fashion,Nike,Exactly what I needed. Quality is top notch.,5,positive,2024-03-31,121,False,44,3,1,POSITIVE,0.9997501969337463,positive
REV00445,Automotive,3M,Do NOT buy this. Stopped working after a few days.,2,negative,2024-12-18,23,False,50,12,4,NEGATIVE,0.9997135996818542,negative
REV00446,Electronics,LG,Fantastic experience from start to finish. Love it!,5,positive,2024-04-19,56,True,51,4,2,POSITIVE,0.999889612197876,positive
REV00447,Beauty,MAC,Mediocre product. Does what you need it to do.,3,neutral,2024-12-15,2,False,46,12,4,NEGATIVE,0.9973958730697632,negative
REV00448,Home & Kitchen,Dyson,"Product is okay, does what it says. Nothing special.",3,neutral,2024-11-07,78,False,52,11,4,NEGATIVE,0.7464097142219543,neutral
REV00449,Books,Random House,Complete disappointment. Expected much better quality.,1,negative,2024-08-26,77,False,54,8,3,NEGATIVE,0.9997788071632385,negative
REV00450,Fashion,Nike,Incredible value for money. Works exactly as described.,5,positive,2024-10-31,72,False,55,10,4,POSITIVE,0.999871015548706,positive
REV00451,Fashion,H&M,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-05-21,66,False,54,5,2,POSITIVE,0.9998214840888977,positive
REV00452,Beauty,Maybelline,This product changed my life. So happy with my purchase!,5,positive,2024-11-03,103,False,56,11,4,POSITIVE,0.9998542070388794,positive
REV00453,Home & Kitchen,KitchenAid,Works as expected. Would neither recommend nor discourage.,3,neutral,2024-08-02,103,False,58,8,3,NEGATIVE,0.88319993019104,negative
REV00454,Electronics,Dell,Okay product. Delivery was average. Would consider alternatives.,4,neutral,2024-06-24,56,False,64,6,2,POSITIVE,0.9861683249473572,positive
REV00455,Automotive,WeatherTech,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-10-12,46,False,65,10,4,POSITIVE,0.9998725652694702,positive
REV00456,Fashion,H&M,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-10-13,46,False,54,10,4,POSITIVE,0.9998214840888977,positive
REV00457,Fashion,Adidas,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-06-18,95,False,54,6,2,POSITIVE,0.9998214840888977,positive
REV00458,Sports,Reebok,Complete disappointment. Expected much better quality.,1,negative,2024-11-20,149,True,54,11,4,NEGATIVE,0.9997788071632385,negative
REV00459,Food & Grocery,Trader Joe's,"Amazing product, great customer service, fast shipping!",5,positive,2024-07-30,13,True,55,7,3,POSITIVE,0.9998639822006226,positive
REV00460,Home & Kitchen,Dyson,Fantastic experience from start to finish. Love it!,5,positive,2024-08-22,36,False,51,8,3,POSITIVE,0.999889612197876,positive
REV00461,Home & Kitchen,KitchenAid,Outstanding quality and fast delivery. Will definitely buy again.,5,positive,2024-01-30,1,False,65,1,1,POSITIVE,0.9998725652694702,positive
REV00462,Sports,Under Armour,"It's decent for the price. Not great, not terrible.",3,neutral,2024-03-22,125,True,51,3,1,POSITIVE,0.9741641283035278,positive
REV00463,Home & Kitchen,Cuisinart,"Amazing product, great customer service, fast shipping!",5,positive,2024-09-01,98,True,55,9,3,POSITIVE,0.9998639822006226,positive
REV00464,Electronics,Dell,Incredible value for money. Works exactly as described.,5,positive,2024-06-13,135,True,55,6,2,POSITIVE,0.999871015548706,positive
REV00465,Electronics,Apple,Arrived on time. Product is as described. Nothing more.,3,neutral,2024-06-25,79,True,55,6,2,NEGATIVE,0.997026264667511,negative
REV00466,Fashion,H&M,Five stars! Perfect in every way. Couldn't be happier.,4,positive,2024-01-24,76,False,54,1,1,POSITIVE,0.9998214840888977,positive
REV00467,Food & Grocery,Clif Bar,Functional product. Does the job. Pretty basic though.,3,neutral,2024-12-17,34,False,54,12,4,POSITIVE,0.9983128309249878,positive
REV00468,Food & Grocery,Kirkland,"It's decent for the price. Not great, not terrible.",4,neutral,2024-07-25,4,True,51,7,3,POSITIVE,0.9741641283035278,positive
REV00469,Beauty,Maybelline,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-03-27,31,False,59,3,1,POSITIVE,0.999882698059082,positive
REV00470,Electronics,LG,Do NOT buy this. Stopped working after a few days.,2,negative,2024-11-15,12,True,50,11,4,NEGATIVE,0.9997135996818542,negative
REV00471,Fashion,Nike,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-07-13,31,False,64,7,3,POSITIVE,0.9998515844345093,positive
REV00472,Food & Grocery,Trader Joe's,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-12-04,25,False,59,12,4,POSITIVE,0.999882698059082,positive
REV00473,Home & Kitchen,Ninja,Worst purchase ever. Complete waste of money. Avoid at all costs.,1,negative,2024-11-12,30,False,65,11,4,NEGATIVE,0.9998062252998352,negative
REV00474,Fashion,Nike,Fantastic experience from start to finish. Love it!,4,positive,2024-05-14,133,True,51,5,2,POSITIVE,0.999889612197876,positive
REV00475,Automotive,Meguiar's,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-04-16,123,False,59,4,2,POSITIVE,0.999882698059082,positive
REV00476,Beauty,L'Oreal,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-10-20,126,True,64,10,4,POSITIVE,0.9998515844345093,positive
REV00477,Fashion,Levi's,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-11-25,59,False,64,11,4,POSITIVE,0.9998515844345093,positive
REV00478,Sports,Adidas,Best purchase I've made this year. Highly recommend to everyone.,5,positive,2024-01-21,74,False,64,1,1,POSITIVE,0.9998515844345093,positive
REV00479,Automotive,Meguiar's,Average quality. Works fine but nothing to write home about.,4,neutral,2024-01-24,2,True,60,1,1,NEGATIVE,0.9914780259132385,negative
REV00480,Home & Kitchen,Instant Pot,Exactly what I needed. Quality is top notch.,5,positive,2024-05-17,23,False,44,5,2,POSITIVE,0.9997501969337463,positive
REV00481,Automotive,3M,"Amazing product, great customer service, fast shipping!",5,positive,2024-05-19,98,False,55,5,2,POSITIVE,0.9998639822006226,positive
REV00482,Books,HarperCollins,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-03-22,26,False,59,3,1,POSITIVE,0.999882698059082,positive
REV00483,Food & Grocery,Clif Bar,"It's decent for the price. Not great, not terrible.",3,neutral,2024-07-02,7,True,51,7,3,POSITIVE,0.9741641283035278,positive
REV00484,Food & Grocery,Annie's,"Amazing product, great customer service, fast shipping!",5,positive,2024-02-02,66,False,55,2,1,POSITIVE,0.9998639822006226,positive
REV00485,Electronics,Dell,Okay product. Delivery was average. Would consider alternatives.,4,neutral,2024-04-24,86,True,64,4,2,POSITIVE,0.9861683249473572,positive
REV00486,Books,HarperCollins,"Amazing product, great customer service, fast shipping!",4,positive,2024-10-12,13,True,55,10,4,POSITIVE,0.9998639822006226,positive
REV00487,Home & Kitchen,Cuisinart,Complete disappointment. Expected much better quality.,2,negative,2024-02-08,125,False,54,2,1,NEGATIVE,0.9997788071632385,negative
REV00488,Beauty,MAC,Terrible product. Broke after one week of use. Very disappointed.,1,negative,2024-10-08,96,False,65,10,4,NEGATIVE,0.9998026490211487,negative
REV00489,Beauty,L'Oreal,Fantastic experience from start to finish. Love it!,5,positive,2024-09-12,114,False,51,9,3,POSITIVE,0.999889612197876,positive
REV00490,Fashion,H&M,"Product is okay, does what it says. Nothing special.",3,neutral,2024-07-30,9,True,52,7,3,NEGATIVE,0.7464097142219543,neutral
REV00491,Fashion,Levi's,Do NOT buy this. Stopped working after a few days.,2,negative,2024-10-14,52,False,50,10,4,NEGATIVE,0.9997135996818542,negative
REV00492,Automotive,Michelin,Absolutely awful. Customer service was no help at all.,2,negative,2024-06-18,143,False,54,6,2,NEGATIVE,0.999640703201294,negative
REV00493,Automotive,Meguiar's,This product changed my life. So happy with my purchase!,4,positive,2024-06-30,74,False,56,6,2,POSITIVE,0.9998542070388794,positive
REV00494,Fashion,Nike,Complete disappointment. Expected much better quality.,1,negative,2024-07-28,27,False,54,7,3,NEGATIVE,0.9997788071632385,negative
REV00495,Beauty,Maybelline,"Amazing product, great customer service, fast shipping!",4,positive,2024-04-07,86,True,55,4,2,POSITIVE,0.9998639822006226,positive
REV00496,Books,Penguin,Terrible quality control. Mine arrived broken. Very unhappy.,1,negative,2024-08-18,117,True,60,8,3,NEGATIVE,0.9997050166130066,negative
REV00497,Food & Grocery,Whole Foods,Absolutely love this product! Exceeded all my expectations.,5,positive,2024-08-09,149,False,59,8,3,POSITIVE,0.999882698059082,positive
REV00498,Home & Kitchen,Cuisinart,Outstanding quality and fast delivery. Will definitely buy again.,4,positive,2024-12-02,82,False,65,12,4,POSITIVE,0.9998725652694702,positive
REV00499,Books,Scholastic,Absolutely awful. Customer service was no help at all.,1,negative,2024-06-24,75,False,54,6,2,NEGATIVE,0.999640703201294,negative
REV00500,Home & Kitchen,Dyson,Surprised by how good this is. Will order more.,4,positive,2024-12-25,140,False,47,12,4,POSITIVE,0.9998069405555725,positive
REV00501,Beauty,Maybelline,Five stars! Perfect in every way. Couldn't be happier.,5,positive,2024-12-10,33,True,54,12,4,POSITIVE,0.9998214840888977,positive
REV00502,Automotive,Bosch,Mediocre product. Does what you need it to do.,3,neutral,2024-10-19,106,False,46,10,4,NEGATIVE,0.9973958730697632,negative
